연번,시군명,업체명,소재지,사육업종,등록 또는 허가여부,데이터기준일자,매칭_상호,매칭_카테고리,매칭_지번주소,매칭_도로명주소,위도,경도
779,김제시,종길농장,전북특별자치도 김제시 진봉면 상궐리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
780,김제시,헌근농장,"전북특별자치도 김제시 진봉면 고사리 ***번지 *호 (***-**, ***-**) ",한우,허가,2025-05-15,,,,,,
781,김제시,한사자농장,전북특별자치도 김제시 진봉면 가실리 ***번지 ***호  ,한우,허가,2025-05-15,,,,,,
782,김제시,진성농장,전북특별자치도 김제시 진봉면 정당리 ****번지  ,한우,허가,2025-05-15,,,,,,
783,김제시,불사조농장,전북특별자치도 김제시 진봉면 상궐리 ****번지 **호  ,한우,허가,2025-05-15,,,,,,
784,김제시,양원농장,"전북특별자치도 김제시 금구면 용복리 **번지 *호 (**-*, **, **) ",돼지,허가,2025-05-15,,,,,,
785,김제시,금원농장,전북특별자치도 김제시 금구면 용복리 **번지  ,돼지,허가,2025-05-15,,,,,,
786,김제시,창연농장,전북특별자치도 김제시 금구면 낙성리 ***번지 *호  ,돼지,허가,2025-05-15,,,,,,
787,김제시,가람농장,전북특별자치도 김제시 금구면 낙성리 ***번지 **호  ,돼지,허가,2025-05-15,,,,,,
788,김제시,신흥농장,전북특별자치도 김제시 금구면 용지리 **번지 *호  ,돼지,등록 ,2025-05-15,신흥농장,"축산업>가금류,조류사육",전라북도 김제시 용지면 효정리 550-7,전라북도 김제시 용지면 용지로 125-6,35.8298263,126.9427674
789,김제시,엠지농장,전북특별자치도 김제시 금구면 용복리 **번지  ,돼지,허가,2025-05-15,,,,,,
790,김제시,천일농장,전북특별자치도 김제시 금구면 산동리 ***번지 (***) ,돼지,허가,2025-05-15,,,,,,
791,김제시,천일농장,전북특별자치도 김제시 금구면 용복리 **번지 *호  ,돼지,허가,2025-05-15,,,,,,
792,김제시,고적동꽃사슴농장,전북특별자치도 김제시 금구면 선암리 ***번지  ,사슴,등록 ,2025-05-15,고적동꽃사슴농장,"시설,건물>농공시설",전북특별자치도 김제시 금구면 선암리 632,전북특별자치도 김제시 금구면 선암로 119-56,35.7726955,127.020782
793,김제시,샤론사슴농장,전북특별자치도 김제시 금구면 선암리 ***번지 *호 (***-*) ,사슴,등록 ,2025-05-15,영천농장,"시설,건물>농공시설",전북특별자치도 김제시 금구면 선암리 674-2,전북특별자치도 김제시 금구면 양시1길 214,35.7632582,127.014475
794,김제시,종근농장,전북특별자치도 김제시 금구면 용복리 ***번지 *호  ,염소,등록 ,2025-05-15,,,,,,
795,김제시,진이농장,전북특별자치도 김제시 금구면 월전리 ***번지 *호  ,염소,등록 ,2025-05-15,,,,,,
796,김제시,락성농장,전북특별자치도 김제시 금구면 낙성리 ***번지 *호  ,염소,등록 ,2025-05-15,락성사슴농장,"시설,건물>농공시설",전북특별자치도 김제시 금구면 낙성리 545-2,전북특별자치도 김제시 금구면 낙성3길 54,35.8093166,126.992525
797,김제시,금구농장,"전북특별자치도 김제시 금구면 낙성리 ***번지 *호 (***-*, ***-*) ",오리,허가,2025-05-15,향림조경농장,"시설,건물>농공시설",전북특별자치도 김제시 금구면 낙성리 363-36,전북특별자치도 김제시 금구면 낙산로 80,35.8094421,127.0042724
798,김제시,서후남농장,전북특별자치도 김제시 금구면 용복리 ***번지  ,오리,등록 ,2025-05-15,,,,,,
799,김제시,태성농장1,전북특별자치도 김제시 금구면 산동리 ***번지 *호  ,오리,등록 ,2025-05-15,,,,,,
800,김제시,닭스팜,전북특별자치도 김제시 금구면 하신리 ***번지 **호 (***-**) ,육계,허가,2025-05-15,,,,,,
801,김제시,태성농장2,전북특별자치도 김제시 금구면 용지리 ***번지 *호  ,육계,허가,2025-05-15,,,,,,
802,김제시,하늘농장,전북특별자치도 김제시 금구면 용지리 ***번지 **호 외 *필지 ,육계,허가,2025-05-15,,,,,,
803,김제시,시후농장,전북특별자치도 김제시 금구면 낙성리 ***번지 *호  ,육계,허가,2025-05-15,,,,,,
804,김제시,이레농장,전북특별자치도 김제시 금구면 용복리 ***번지 *호  ,육계,허가,2025-05-15,,,,,,
805,김제시,희망농장,전북특별자치도 김제시 금구면 용지리 ***번지 *호  ,육계,등록 ,2025-05-15,,,,,,
806,김제시,태양농장,"전북특별자치도 김제시 금구면 용지리 ***,***-*,***-*,***-*,***-**,***-** ",육계,등록 ,2025-05-15,,,,,,
807,김제시,경은농장,"전북특별자치도 김제시 금구면 용지리 ***번지 *호 (***-*, ***-*) ",육계,허가,2025-05-15,경은농장,"시설,건물>농공시설",전북특별자치도 김제시 금구면 용지리 489-1,전북특별자치도 김제시 금구면 금백로 190-45,35.795962,127.0053623
808,김제시,장원농장,전북특별자치도 김제시 금구면 용복리 **번지 **호  ,육계,등록 ,2025-05-15,,,,,,
809,김제시,써니농장,전북특별자치도 김제시 금구면 용복리 ***번지 *호  ,육계,허가,2025-05-15,,,,,,
810,김제시,코아페농장,전북특별자치도 김제시 금구면 하신리 ***번지 **호  ,육계,허가,2025-05-15,코아페농장,"쇼핑,유통>닭",전북특별자치도 김제시 금구면 서도리 94,전북특별자치도 김제시 금구면 서도1길 38-5,35.7715052,127.0011335
811,김제시,햇살농장,전북특별자치도 김제시 금구면 옥성리 ***번지 *호  ,육계,허가,2025-05-15,,,,,,
812,김제시,태성농장,전북특별자치도 김제시 금구면 용지리 ***번지 *호 (***-*) ,육계,허가,2025-05-15,,,,,,
813,김제시,국민산업,전북특별자치도 김제시 금구면 월전리 ***번지  ,육계,등록 ,2025-05-15,,,,,,
814,김제시,무지개농장,전북특별자치도 김제시 금구면 하신리 ***번지 *호 (***-*) ,육계,허가,2025-05-15,,,,,,
815,김제시,대길농장,전북특별자치도 김제시 금구면 옥성리 ***번지 *호  ,육계,허가,2025-05-15,,,,,,
816,김제시,대산농장,전북특별자치도 김제시 금구면 하신리 ***번지 *호  ,육계,허가,2025-05-15,,,,,,
817,김제시,선대농장,전북특별자치도 김제시 금구면 월전리 ***번지 *호 (***-**) ,젖소,허가,2025-05-15,,,,,,
818,김제시,덕우농장,전북특별자치도 김제시 금구면 용지리 **번지  ,종계/산란계,허가,2025-05-15,,,,,,
819,김제시,참진축산,전북특별자치도 김제시 금구면 하신리 ***번지 *호  ,종계/산란계,허가,2025-05-15,참진축산,"시설,건물>농공시설",전북특별자치도 김제시 금구면 하신리 315-1,전북특별자치도 김제시 금구면 하신길 349,35.7723589,126.9802084
820,김제시,햇살농장,전북특별자치도 김제시 금구면 하신리 ***번지 *호  ,종계/산란계,허가,2025-05-15,,,,,,
821,김제시,옥성농장,전북특별자치도 김제시 금구면 옥성리 ***번지 **호  ,한우,등록 ,2025-05-15,,,,,,
822,김제시,수명농장,전북특별자치도 김제시 금구면 월전리 ***번지  ,한우,허가,2025-05-15,,,,,,
823,김제시,해뜨는농장,전북특별자치도 김제시 금구면 월전리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
824,김제시,성률농장,전북특별자치도 김제시 금구면 용지리 **번지 *호  ,한우,허가,2025-05-15,,,,,,
825,김제시,구민농장,"전북특별자치도 김제시 금구면 서도리 ***번지 (***-*, ***) ",한우,허가,2025-05-15,,,,,,
826,김제시,형태농장,전북특별자치도 김제시 금구면 서도리 **번지  ,한우,허가,2025-05-15,,,,,,
827,김제시,금천농장,전북특별자치도 김제시 금구면 대화리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
828,김제시,김상균농장,전북특별자치도 김제시 금구면 옥성리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
829,김제시,선호목장,전북특별자치도 김제시 금구면 월전리 ***번지 (***-*) ,한우,허가,2025-05-15,,,,,,
830,김제시,등네농장,전북특별자치도 김제시 금구면 선암리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
831,김제시,옥성농장,전북특별자치도 김제시 금구면 옥성리 ***번지  ,한우,허가,2025-05-15,,,,,,
832,김제시,흥선농장,전북특별자치도 김제시 금구면 용지리 ***번지 **호 ***-** ,한우,허가,2025-05-15,,,,,,
833,김제시,주홍농장,전북특별자치도 김제시 금구면 용복리 **번지 *호  ,한우,허가,2025-05-15,,,,,,
834,김제시,흥선농장,전북특별자치도 김제시 금구면 용지리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
835,김제시,나영국농장,전북특별자치도 김제시 금구면 낙성리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
836,김제시,팜스월드은정농장,전북특별자치도 김제시 금구면 용지리 **번지 **호  ,한우,허가,2025-05-15,,,,,,
837,김제시,종오농장,전북특별자치도 김제시 금구면 월전리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
838,김제시,자매농장,전북특별자치도 김제시 금구면 하신리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
839,김제시,김윤석농장,전북특별자치도 김제시 금구면 월전리 ***번지  ,한우,허가,2025-05-15,,,,,,
840,김제시,희망농장,전북특별자치도 김제시 금구면 옥성리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
841,김제시,박해숙농장,전북특별자치도 김제시 금구면 낙성리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
842,김제시,배흥기농장,전북특별자치도 김제시 금구면 옥성리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
843,김제시,서도영농조합법인,전북특별자치도 김제시 금구면 서도리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
844,김제시,성운한우영농조합,전북특별자치도 김제시 금구면 청운리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
845,김제시,우성농장,전북특별자치도 김제시 금구면 낙성리 ***번지  ,한우,허가,2025-05-15,,,,,,
846,김제시,열심농장,전북특별자치도 김제시 금구면 낙성리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
847,김제시,청운목장,전북특별자치도 김제시 금구면 청운리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
848,김제시,두월천농장,전북특별자치도 김제시 금구면 낙성리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
849,김제시,노력농장,"전북특별자치도 김제시 금구면 청운리 ***번지 *호 ,***-* ",한우,등록 ,2025-05-15,,,,,,
850,김제시,금구농장,전북특별자치도 김제시 금구면 금구리 ***번지 *호  ,한우,허가,2025-05-15,향림조경농장,"시설,건물>농공시설",전북특별자치도 김제시 금구면 낙성리 363-36,전북특별자치도 김제시 금구면 낙산로 80,35.8094421,127.0042724
851,김제시,금구농장,전북특별자치도 김제시 금구면 금구리 ***번지 *호  ,한우,허가,2025-05-15,향림조경농장,"시설,건물>농공시설",전북특별자치도 김제시 금구면 낙성리 363-36,전북특별자치도 김제시 금구면 낙산로 80,35.8094421,127.0042724
852,김제시,영농조합법인지평선한우,전북특별자치도 김제시 금구면 낙성리 ***번지 *호 외 *필지 ,한우,허가,2025-05-15,영농조합법인지평선한우,"서비스,산업>기업",전북특별자치도 김제시 금구면 낙성리 541-1,전북특별자치도 김제시 금구면 금백로 389,35.8092406,126.9952532
853,김제시,오성화농장,전북특별자치도 김제시 금구면 선암리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
854,김제시,청모악농장,전북특별자치도 김제시 금구면 월전리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
855,김제시,영천농장,전북특별자치도 김제시 금구면 선암리 ***번지 *호  ,한우,허가,2025-05-15,영천농장,"시설,건물>농공시설",전북특별자치도 김제시 금구면 선암리 674-2,전북특별자치도 김제시 금구면 양시1길 214,35.7632582,127.014475
856,김제시,다혜축사,전북특별자치도 김제시 금구면 서도리 ***번지 **호  ,한우,등록 ,2025-05-15,,,,,,
857,김제시,부림농장,전북특별자치도 김제시 금구면 낙성리 ***번지  ,한우,허가,2025-05-15,,,,,,
858,김제시,태서한우농장,전북특별자치도 김제시 금구면 용복리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
859,김제시,천지농장,전북특별자치도 김제시 금구면 옥성리 ***번지  ,한우,허가,2025-05-15,,,,,,
860,김제시,천지2농장,전북특별자치도 김제시 금구면 금구리 ***번지  ,한우,허가,2025-05-15,,,,,,
861,김제시,준농장,전북특별자치도 김제시 금구면 옥성리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
862,김제시,상리농장,전북특별자치도 김제시 금구면 청운리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
863,김제시,이희열농장,전북특별자치도 김제시 금구면 용지리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
864,김제시,점용축사,전북특별자치도 김제시 금구면 용복리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
865,김제시,한우농장,전북특별자치도 김제시 금구면 하신리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
866,김제시,영선농장,전북특별자치도 김제시 금구면 하신리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
867,김제시,찬용농장,전북특별자치도 김제시 금구면 용복리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
868,김제시,장전길농장,전북특별자치도 김제시 금구면 옥성리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
869,김제시,전길농장,전북특별자치도 김제시 금구면 용지리 ***번지 *호 (***-*) ,한우,허가,2025-05-15,,,,,,
870,김제시,진식농장,전북특별자치도 김제시 금구면 선암리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
871,김제시,선락농장,전북특별자치도 김제시 금구면 용복리 ***번지  ,한우,허가,2025-05-15,,,,,,
872,김제시,대송농장,전북특별자치도 김제시 금구면 용복리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
873,김제시,금구농장,"전북특별자치도 김제시 금구면 옥성리 ***번지 (***-*, ***) ",한우,허가,2025-05-15,향림조경농장,"시설,건물>농공시설",전북특별자치도 김제시 금구면 낙성리 363-36,전북특별자치도 김제시 금구면 낙산로 80,35.8094421,127.0042724
874,김제시,태성농장3,전북특별자치도 김제시 금구면 용지리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
875,김제시,대성농장,전북특별자치도 김제시 금구면 용복리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
876,김제시,최광식농장,전북특별자치도 김제시 금구면 용지리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
877,김제시,수영농장,전북특별자치도 김제시 금구면 용지리 ***번지  ,한우,허가,2025-05-15,,,,,,
878,김제시,옥성농장,전북특별자치도 김제시 금구면 옥성리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
879,김제시,학하농장,전북특별자치도 김제시 금구면 월전리 ***번지 *호 (***-*) ,한우,허가,2025-05-15,,,,,,
880,김제시,신흥농장,전북특별자치도 김제시 금구면 낙성리 **번지 **호  ,한우,허가,2025-05-15,신흥농장,"축산업>가금류,조류사육",전라북도 김제시 용지면 효정리 550-7,전라북도 김제시 용지면 용지로 125-6,35.8298263,126.9427674
881,김제시,DS그린,전북특별자치도 김제시 금구면 산동리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
882,김제시,산천농장,전북특별자치도 김제시 금구면 옥성리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
883,김제시,한수농장,전북특별자치도 김제시 금구면 옥성리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
884,김제시,장흥농장,"전북특별자치도 김제시 금구면 낙성리 ***번지 *호 (***-*, ***-*, ***, ***-*, ***-*) ",한우,허가,2025-05-15,,,,,,
885,김제시,목우농장,전북특별자치도 김제시 금구면 용지리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
886,김제시,준영농장,전북특별자치도 김제시 금구면 낙성리 ***번지  ,한우,허가,2025-05-15,,,,,,
887,김제시,락성농장,전북특별자치도 김제시 금구면 낙성리 ***번지 *호  ,한우,허가,2025-05-15,락성사슴농장,"시설,건물>농공시설",전북특별자치도 김제시 금구면 낙성리 545-2,전북특별자치도 김제시 금구면 낙성3길 54,35.8093166,126.992525
888,김제시,옥성농장,전북특별자치도 김제시 금구면 옥성리 ***번지 **호  ,한우,등록 ,2025-05-15,,,,,,
889,김제시,협동농장,"전북특별자치도 김제시 봉남면 신응리 ***번지 *호 (***-*, ***) ",돼지,허가,2025-05-15,협동농장,축산업>양돈업,전라북도 김제시 봉남면 신응리 462-4,전라북도 김제시 봉남면 용신4길 174,35.7416962,126.9384229
890,김제시,상록농장,전북특별자치도 김제시 봉남면 내광리 ***번지 **호  ,돼지,허가,2025-05-15,,,,,,
891,김제시,으뜸농장,전북특별자치도 김제시 봉남면 행촌리 ***번지 *호  ,돼지,허가,2025-05-15,,,,,,
892,김제시,용신농장,전북특별자치도 김제시 봉남면 용신리 ***번지  ,돼지,허가,2025-05-15,,,,,,
893,김제시,푸른들농장,전북특별자치도 김제시 봉남면 행촌리 ***번지 **호  ,돼지,허가,2025-05-15,푸른들농장,"시설,건물>농공시설",전북특별자치도 김제시 봉남면 행촌리 512-13,전북특별자치도 김제시 봉남면 봉황로 392-27,35.7259275,126.953515
894,김제시,형제농장,전북특별자치도 김제시 봉남면 내광리 ***번지 *호  ,염소,등록 ,2025-05-15,,,,,,
895,김제시,명진농장,전북특별자치도 김제시 봉남면 평사리 ****번지 *호 (****-*) ,육계,허가,2025-05-15,명진농장,"서비스,산업>축산업",전북특별자치도 김제시 황산면 쌍감리 784-2,전북특별자치도 김제시 황산면 황산로 466-63,35.7804629,126.9439352
896,김제시,실로암농장,전북특별자치도 김제시 봉남면 행촌리 ***번지 (***-**) ,육계,허가,2025-05-15,,,,,,
897,김제시,임마누엘농장,전북특별자치도 김제시 봉남면 대송리 **번지 **호  ,육계,허가,2025-05-15,,,,,,
898,김제시,드림농장,"전북특별자치도 김제시 봉남면 행촌리 **번지 *호 (**, **-*) ",한우,허가,2025-05-15,,,,,,
899,김제시,햇빛농장,전북특별자치도 김제시 봉남면 행촌리 **번지  ,한우,허가,2025-05-15,,,,,,
900,김제시,햇빛농장,"전북특별자치도 김제시 봉남면 행촌리 **-*(**-*, **) ",한우,허가,2025-05-15,,,,,,
901,김제시,고일석농장,전북특별자치도 김제시 봉남면 행촌리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
902,김제시,재원농장,전북특별자치도 김제시 봉남면 행촌리 **번지 *호  ,한우,허가,2025-05-15,재원농장,"서비스,산업>농업",전북특별자치도 김제시 신풍동 654 재원농장,전북특별자치도 김제시 신풍길 146 재원농장,35.7968931,126.8955453
903,김제시,금봉농축산영농조합법인농장,전북특별자치도 김제시 봉남면 구정리 **번지 *호  ,한우,허가,2025-05-15,,,,,,
904,김제시,대성농장,전북특별자치도 김제시 봉남면 회성리 ***번지  ,한우,허가,2025-05-15,,,,,,
905,김제시,김길영농장,전북특별자치도 김제시 봉남면 평사리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
906,김제시,대신농장,전북특별자치도 김제시 봉남면 화봉리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
907,김제시,상수농장,전북특별자치도 김제시 봉남면 평사리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
908,김제시,연수농장,전북특별자치도 김제시 봉남면 행촌리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
909,김제시,형환축산,전북특별자치도 김제시 봉남면 구정리 **번지 *호  ,한우,허가,2025-05-15,,,,,,
910,김제시,용성농장,전북특별자치도 김제시 봉남면 용신리 ***번지  ,한우,허가,2025-05-15,,,,,,
911,김제시,등용2농장,전북특별자치도 김제시 봉남면 평사리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
912,김제시,명현농장,"전북특별자치도 김제시 봉남면 평사리 ***번지 (***-*, ***-*) ",한우,허가,2025-05-15,,,,,,
913,김제시,풀잎농장,전북특별자치도 김제시 봉남면 내광리 ****번지  ,한우,허가,2025-05-15,,,,,,
914,김제시,복동농장,전북특별자치도 김제시 봉남면 신응리 ***번지  ,한우,허가,2025-05-15,,,,,,
915,김제시,희망농장,전북특별자치도 김제시 봉남면 내광리 ****번지 *호  ,한우,허가,2025-05-15,,,,,,
916,김제시,선태농장,"전북특별자치도 김제시 봉남면 구정리 ***번지 ,***-* ",한우,허가,2025-05-15,,,,,,
917,김제시,풀립농장,"전북특별자치도 김제시 봉남면 내광리 ****번지 (****, ****-*) ",한우,허가,2025-05-15,,,,,,
918,김제시,응좌농장,전북특별자치도 김제시 봉남면 용신리 ***번지 (***-*) ,한우,허가,2025-05-15,,,,,,
919,김제시,수종농장,전북특별자치도 김제시 봉남면 평사리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
920,김제시,신응농장,전북특별자치도 김제시 봉남면 신응리 ***번지  ,한우,등록 ,2025-05-15,협동농장,축산업>양돈업,전라북도 김제시 봉남면 신응리 462-4,전라북도 김제시 봉남면 용신4길 174,35.7416962,126.9384229
921,김제시,가영농장,전북특별자치도 김제시 봉남면 화봉리 ***번지  ,한우,허가,2025-05-15,,,,,,
922,김제시,김영철농장,전북특별자치도 김제시 봉남면 대송리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
923,김제시,주호농장,전북특별자치도 김제시 봉남면 신호리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
924,김제시,김용찬농장,전북특별자치도 김제시 봉남면 신호리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
925,김제시,원전농장,전북특별자치도 김제시 봉남면 종덕리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
926,김제시,영농장,전북특별자치도 김제시 봉남면 대송리 ****번지 *호  ,한우,허가,2025-05-15,,,,,,
927,김제시,의영농장,전북특별자치도 김제시 봉남면 신호리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
928,김제시,은정농장,전북특별자치도 김제시 봉남면 평사리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
929,김제시,명원농장,전북특별자치도 김제시 봉남면 구정리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
930,김제시,보람농장,    ,한우,등록 ,2025-05-15,,,,,,
931,김제시,진호농장,전북특별자치도 김제시 봉남면 종덕리 ***번지 (***) ,한우,허가,2025-05-15,,,,,,
932,김제시,두일농장,전북특별자치도 김제시 봉남면 신응리 ***번지 *호 (***-*) ,한우,허가,2025-05-15,,,,,,
933,김제시,총체보리한우,전북특별자치도 김제시 봉남면 화봉리 ***번지 (***) ,한우,허가,2025-05-15,총체보리한우정육식당,"육류,고기요리>정육식당",전북특별자치도 김제시 백산면 상정리 431-33,전북특별자치도 김제시 백산면 옥석길 2-11,35.8366319,126.9096487
934,김제시,하누리벨리,전북특별자치도 김제시 봉남면 대송리 ****번지 *호  ,한우,허가,2025-05-15,,,,,,
935,김제시,가온누리농장,전북특별자치도 김제시 봉남면 화봉리 ***번지  ,한우,허가,2025-05-15,,,,,,
936,김제시,푸른들농장,전북특별자치도 김제시 봉남면 평사리 **번지 *호  ,한우,등록 ,2025-05-15,푸른들농장,"시설,건물>농공시설",전북특별자치도 김제시 봉남면 행촌리 512-13,전북특별자치도 김제시 봉남면 봉황로 392-27,35.7259275,126.953515
937,김제시,유진농장,전북특별자치도 김제시 봉남면 신응리 **번지 *호  ,한우,등록 ,2025-05-15,,,,,,
938,김제시,서부목장,전북특별자치도 김제시 봉남면 행촌리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
939,김제시,성원농장,전북특별자치도 김제시 봉남면 구정리 **번지 *호  ,한우,허가,2025-05-15,,,,,,
940,김제시,서영농장,전북특별자치도 김제시 봉남면 화봉리 ***번지  ,한우,허가,2025-05-15,,,,,,
941,김제시,평산농장,"전북특별자치도 김제시 봉남면 평사리 ***번지 , *** ",한우,허가,2025-05-15,,,,,,
942,김제시,주자농장,전북특별자치도 김제시 봉남면 평사리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
943,김제시,천만농장,전북특별자치도 김제시 봉남면 화봉리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
944,김제시,시냇물농장,전북특별자치도 김제시 봉남면 화봉리 *번지 *호 (***-*) ,한우,허가,2025-05-15,,,,,,
945,김제시,시냇물농장,전북특별자치도 김제시 봉남면 평사리 ***번지  ,한우,허가,2025-05-15,,,,,,
946,김제시,금일농장,전북특별자치도 김제시 봉남면 신호리 ***번지 *호  ,한우,허가,2025-05-15,금일농장,"시설,건물>농공시설",전북특별자치도 김제시 봉남면 신호리 838-1,전북특별자치도 김제시 봉남면 신호2길 163,35.7571737,126.9472792
947,김제시,시냇물 농장,전북특별자치도 김제시 봉남면 화봉리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
948,김제시,보스꼬농장,전북특별자치도 김제시 봉남면 화봉리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
949,김제시,진수농장,전북특별자치도 김제시 봉남면 화봉리 ***번지  ,한우,허가,2025-05-15,,,,,,
950,김제시,서동엽농장,전북특별자치도 김제시 봉남면 종덕리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
951,김제시,구성농장,전북특별자치도 김제시 봉남면 구정리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
952,김제시,제내농장,전북특별자치도 김제시 봉남면 행촌리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
953,김제시,서성임농장,전북특별자치도 김제시 봉남면 용신리 ***번지  ,한우,허가,2025-05-15,,,,,,
954,김제시,종택농장,전북특별자치도 김제시 봉남면 내광리 ****번지  ,한우,허가,2025-05-15,,,,,,
955,김제시,자연농장,전북특별자치도 김제시 봉남면 행촌리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
956,김제시,우성농장,전북특별자치도 김제시 봉남면 평사리 ***번지  ,한우,허가,2025-05-15,,,,,,
957,김제시,호제농장,전북특별자치도 김제시 봉남면 종덕리 ***번지 **호  ,한우,등록 ,2025-05-15,,,,,,
958,김제시,명섭농장,전북특별자치도 김제시 봉남면 평사리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
959,김제시,대성농장,전북특별자치도 김제시 봉남면 종덕리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
960,김제시,신기농장,전북특별자치도 김제시 봉남면 평사리 ****번지 **호  ,한우,허가,2025-05-15,,,,,,
961,김제시,신기농장,전북특별자치도 김제시 봉남면 평사리 ****번지 *호  ,한우,허가,2025-05-15,,,,,,
962,김제시,소라농장,전북특별자치도 김제시 봉남면 신응리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
963,김제시,성환농장,전북특별자치도 김제시 봉남면 용신리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
964,김제시,준근농장,전북특별자치도 김제시 봉남면 용신리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
965,김제시,햇빛농장,전북특별자치도 김제시 봉남면 행촌리 **번지 *호  ,한우,허가,2025-05-15,,,,,,
966,김제시,근현농장,전북특별자치도 김제시 봉남면 회성리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
967,김제시,유씨부자농장,"전북특별자치도 김제시 봉남면 신응리 *번지 (***-**, ***-*) ",한우,허가,2025-05-15,,,,,,
968,김제시,한우사랑,"전북특별자치도 김제시 봉남면 내광리 ****번지 (****, ****) ",한우,허가,2025-05-15,,,,,,
969,김제시,충렬농장,전북특별자치도 김제시 봉남면 신응리 *번지  ,한우,허가,2025-05-15,,,,,,
970,김제시,호재농장,전북특별자치도 김제시 봉남면 종덕리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
971,김제시,칠성농장,"전북특별자치도 김제시 봉남면 종덕리 ***번지 (***-*, ***-*) ",한우,허가,2025-05-15,,,,,,
972,김제시,꿈의농장,전북특별자치도 김제시 봉남면 구정리 **번지 *호  ,한우,허가,2025-05-15,,,,,,
973,김제시,경수농장,전북특별자치도 김제시 봉남면 평사리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
974,김제시,여울농장,"전북특별자치도 김제시 봉남면 신응리 ***번지 *호 (***-*, ***, ***, ***-*, ***) ",한우,허가,2025-05-15,,,,,,
