순번,시군구명,업체명,소재지,주사육업종,데이터기준일
720,완주군,락근농장,전북특별자치도 완주군 고산면,한우,2025-01-23
721,완주군,삼복농장,전북특별자치도 완주군 화산면,한우,2025-01-23
722,완주군,양소학농장,전북특별자치도 완주군 화산면,한우,2025-01-23
723,완주군,삼복농장,전북특별자치도 완주군 화산면,한우,2025-01-23
724,완주군,호남선 농장,전북특별자치도 완주군 고산면,한우,2025-01-23
725,완주군,수양산 한우농장,전북특별자치도 완주군 용진읍,한우,2025-01-23
726,완주군,구암농장,전북특별자치도 완주군 봉동읍,한우,2025-01-23
727,완주군,제일축산,전북특별자치도 완주군 이서면,한우,2025-01-23
728,완주군,동례농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
729,완주군,지희축사,전북특별자치도 완주군 화산면,한우,2025-01-23
730,완주군,천명희 농장,전북특별자치도 완주군 삼례읍,한우,2025-01-23
731,완주군,대호축산,전북특별자치도 완주군 상관면,한우,2025-01-23
732,완주군,소망축산,전북특별자치도 완주군 고산면,한우,2025-01-23
733,완주군,덕산농장,전북특별자치도 완주군 화산면,한우,2025-01-23
734,완주군,장균덕 농장,전북특별자치도 완주군 화산면,한우,2025-01-23
735,완주군,쑤니네 농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
736,완주군,국민수농장,전북특별자치도 완주군 화산면,한우,2025-01-23
737,완주군,예림농장,전북특별자치도 완주군 고산면,한우,2025-01-23
738,완주군,도담농장,전북특별자치도 완주군 고산면,한우,2025-01-23
739,완주군,태양농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
740,완주군,박종석 농장 2,전북특별자치도 완주군 화산면,한우,2025-01-23
741,완주군,미서농장,전북특별자치도 완주군 화산면,한우,2025-01-23
742,완주군,배남농장 2,전북특별자치도 완주군 비봉면,한우,2025-01-23
743,완주군,지윤농장,전북특별자치도 완주군 화산면,한우,2025-01-23
744,완주군,종혁농장,전북특별자치도 완주군 화산면,한우,2025-01-23
745,완주군,진희네 농장,전북특별자치도 완주군 화산면,한우,2025-01-23
746,완주군,뚝심농장,전북특별자치도 완주군 화산면,한우,2025-01-23
747,완주군,조종환농장,전북특별자치도 완주군 이서면,한우,2025-01-23
748,완주군,곤동농장 2,전북특별자치도 완주군 비봉면,한우,2025-01-23
749,완주군,아침농장,전북특별자치도 완주군 고산면,한우,2025-01-23
750,완주군,김중배 농장,전북특별자치도 완주군 화산면,한우,2025-01-23
751,완주군,국일호 농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
752,완주군,이현숙 농장,전북특별자치도 완주군 화산면,한우,2025-01-23
753,완주군,최장열 농장,전북특별자치도 완주군 고산면,한우,2025-01-23
754,완주군,주엘 농장,전북특별자치도 완주군 고산면,한우,2025-01-23
755,완주군,원호농장,전북특별자치도 완주군 화산면,한우,2025-01-23
756,완주군,동리 농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
757,완주군,성지 농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
758,완주군,김막동 농장,전북특별자치도 완주군 이서면,한우,2025-01-23
759,완주군,산시농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
760,완주군,푸른농장,전북특별자치도 완주군 소양면,한우,2025-01-23
761,완주군,반석농장,전북특별자치도 완주군 화산면,한우,2025-01-23
762,완주군,이정수농장 2,전북특별자치도 완주군 화산면,한우,2025-01-23
763,완주군,남승민 농장 2,전북특별자치도 완주군 화산면,한우,2025-01-23
764,완주군,청정농장 2,전북특별자치도 완주군 비봉면,한우,2025-01-23
765,완주군,김태선농장 2,전북특별자치도 완주군 화산면,한우,2025-01-23
766,완주군,행복농장 3,전북특별자치도 완주군 화산면,한우,2025-01-23
767,완주군,문석권 농장 2,전북특별자치도 완주군 용진읍,한우,2025-01-23
768,완주군,국중오 농장,전북특별자치도 완주군 화산면,한우,2025-01-23
769,완주군,시은이네 농장,전북특별자치도 완주군 고산면,한우,2025-01-23
770,완주군,행복농장 5,전북특별자치도 완주군 고산면,한우,2025-01-23
771,완주군,삼형제농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
772,완주군,제일농장,전북특별자치도 완주군 고산면,한우,2025-01-23
773,완주군,동지농장 1,전북특별자치도 완주군 고산면,한우,2025-01-23
774,완주군,송수농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
775,완주군,안동식농장,전북특별자치도 완주군 구이면,한우,2025-01-23
776,완주군,강복농장,전북특별자치도 완주군 고산면,한우,2025-01-23
777,완주군,원우농장,전북특별자치도 완주군 화산면,한우,2025-01-23
778,완주군,예곡농장,전북특별자치도 완주군 화산면,한우,2025-01-23
779,완주군,최현숙농장 2,전북특별자치도 완주군 비봉면,한우,2025-01-23
780,완주군,조은희농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
781,완주군,성준남농장 2,전북특별자치도 완주군 고산면,한우,2025-01-23
782,완주군,이정미농장 2,전북특별자치도 완주군 비봉면,한우,2025-01-23
783,완주군,창성농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
784,완주군,이성수농장 2,전북특별자치도 완주군 화산면,한우,2025-01-23
785,완주군,지훈농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
786,완주군,원종고농장,전북특별자치도 완주군 구이면,한우,2025-01-23
787,완주군,손웅농장,전북특별자치도 완주군 화산면,한우,2025-01-23
788,완주군,장관익농장,전북특별자치도 완주군 화산면,한우,2025-01-23
789,완주군,태산농장 2,전북특별자치도 완주군 고산면,한우,2025-01-23
790,완주군,강세환농장,전북특별자치도 완주군 고산면,한우,2025-01-23
791,완주군,덕우농장,전북특별자치도 완주군 구이면,한우,2025-01-23
792,완주군,지상농장,전북특별자치도 완주군 화산면,한우,2025-01-23
793,완주군,채규창농장,전북특별자치도 완주군 화산면,한우,2025-01-23
794,완주군,화성한우농장,전북특별자치도 완주군 화산면,한우,2025-01-23
795,완주군,예원농장,전북특별자치도 완주군 화산면,한우,2025-01-23
796,완주군,유성옥농장,전북특별자치도 완주군 삼례읍,한우,2025-01-23
797,완주군,화월농장,전북특별자치도 완주군 화산면,한우,2025-01-23
798,완주군,강신구농장,전북특별자치도 완주군 화산면,한우,2025-01-23
799,완주군,충만농장,전북특별자치도 완주군 화산면,한우,2025-01-23
800,완주군,노천호농장 2,전북특별자치도 완주군 화산면,한우,2025-01-23
801,완주군,은하농장,전북특별자치도 완주군 고산면,한우,2025-01-23
802,완주군,구라농장,전북특별자치도 완주군 화산면,한우,2025-01-23
803,완주군,김양수농장,전북특별자치도 완주군 화산면,한우,2025-01-23
804,완주군,지웅농장,전북특별자치도 완주군 고산면,한우,2025-01-23
805,완주군,사랑농장 2,전북특별자치도 완주군 비봉면,한우,2025-01-23
806,완주군,신상농장 2,전북특별자치도 완주군 고산면,한우,2025-01-23
807,완주군,이창농장,전북특별자치도 완주군 화산면,한우,2025-01-23
808,완주군,안골농장,전북특별자치도 완주군 화산면,한우,2025-01-23
809,완주군,농업회사법인 완주수정바이오 주식회사,전북특별자치도 완주군 비봉면,한우,2025-01-23
810,완주군,용호농장 2,전북특별자치도 완주군 고산면,한우,2025-01-23
811,완주군,김문태농장 2,전북특별자치도 완주군 화산면,한우,2025-01-23
812,완주군,턱골농장,전북특별자치도 완주군 화산면,한우,2025-01-23
813,완주군,우리들농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
814,완주군,마하나임농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
815,완주군,이주상농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
816,완주군,하루농장,전북특별자치도 완주군 화산면,한우,2025-01-23
817,완주군,영성농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
818,완주군,세화농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
819,완주군,김재윤 농장2,전북특별자치도 완주군 고산면,한우,2025-01-23
820,완주군,송원근 농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
821,완주군,고산농장,전북특별자치도 완주군 고산면,한우,2025-01-23
822,완주군,덕동농장,전북특별자치도 완주군 화산면,한우,2025-01-23
823,완주군,헌우목장,전북특별자치도 완주군 봉동읍,한우,2025-01-23
824,완주군,양충호농장,전북특별자치도 완주군 화산면,한우,2025-01-23
825,완주군,최학열 농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
826,완주군,소병래 농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
827,완주군,1004농장,전북특별자치도 완주군 화산면,한우,2025-01-23
828,완주군,미소농장,전북특별자치도 완주군 고산면,한우,2025-01-23
829,완주군,해인농장,전북특별자치도 완주군 화산면,한우,2025-01-23
830,완주군,백준기농장,전북특별자치도 완주군 화산면,한우,2025-01-23
831,완주군,배재문 농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
832,완주군,대규농장,전북특별자치도 완주군 화산면,한우,2025-01-23
833,완주군,정이농장,전북특별자치도 완주군 화산면,한우,2025-01-23
834,완주군,다라니 2호,전북특별자치도 완주군 화산면,한우,2025-01-23
835,완주군,태리농장,전북특별자치도 완주군 화산면,한우,2025-01-23
836,완주군,유희래 농장2,전북특별자치도 완주군 비봉면,한우,2025-01-23
837,완주군,승민이 농장,전북특별자치도 완주군 화산면,한우,2025-01-23
838,완주군,현숙 농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
839,완주군,오세화 농장 2,전북특별자치도 완주군 비봉면,한우,2025-01-23
840,완주군,수선농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
841,완주군,권내현 농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
842,완주군,임영순 농장2,전북특별자치도 완주군 고산면,한우,2025-01-23
843,완주군,대건축산,전북특별자치도 완주군 봉동읍,한우,2025-01-23
844,완주군,지은 농장,전북특별자치도 완주군 화산면,한우,2025-01-23
845,완주군,준성2농장,전북특별자치도 완주군 화산면,한우,2025-01-23
846,완주군,고려농장,전북특별자치도 완주군 이서면,한우,2025-01-23
847,완주군,박종호 농장,전북특별자치도 완주군 화산면,한우,2025-01-23
848,완주군,구권서 농장,전북특별자치도 완주군 고산면,한우,2025-01-23
849,완주군,보라농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
850,완주군,김종규 농장,전북특별자치도 완주군 구이면,한우,2025-01-23
851,완주군,신영란 농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
852,완주군,다은이 농장,전북특별자치도 완주군 삼례읍,한우,2025-01-23
853,완주군,박종호농장2,전북특별자치도 완주군 화산면,한우,2025-01-23
854,완주군,고산촌 농장,전북특별자치도 완주군 고산면,한우,2025-01-23
855,완주군,행복농장 2,전북특별자치도 완주군 화산면,한우,2025-01-23
856,완주군,순지농장,전북특별자치도 완주군 용진읍,한우,2025-01-23
857,완주군,대문안 농장,전북특별자치도 완주군 이서면,한우,2025-01-23
858,완주군,동지 농장2,전북특별자치도 완주군 고산면,한우,2025-01-23
859,완주군,경락농장,전북특별자치도 완주군 고산면,한우,2025-01-23
860,완주군,화산골 3농장,전북특별자치도 완주군 화산면,한우,2025-01-23
861,완주군,덕암농장,전북특별자치도 완주군 고산면,한우,2025-01-23
862,완주군,소두러니 농장2,전북특별자치도 완주군 화산면,한우,2025-01-23
863,완주군,김영범 3농장,전북특별자치도 완주군 고산면,한우,2025-01-23
864,완주군,고산촌2,전북특별자치도 완주군 고산면,한우,2025-01-23
865,완주군,고산촌3,전북특별자치도 완주군 고산면,한우,2025-01-23
866,완주군,천호농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
867,완주군,김명곤농장 2,전북특별자치도 완주군 화산면,한우,2025-01-23
868,완주군,동양목장,전북특별자치도 완주군 삼례읍,한우,2025-01-23
869,완주군,김대용농장,전북특별자치도 완주군 화산면,한우,2025-01-23
870,완주군,대상농장 2,전북특별자치도 완주군 비봉면,한우,2025-01-23
871,완주군,봉산농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
872,완주군,산마루2농장,전북특별자치도 완주군 비봉면,한우,2025-01-23
873,완주군,은수농장,전북특별자치도 완주군 화산면,"한우, 산양",2025-01-23
874,완주군,국석호농장,전북특별자치도 완주군 비봉면,"한우, 산양",2025-01-23
875,완주군,김종규 농장,전북특별자치도 완주군 상관면,"한우, 산양",2025-01-23
876,완주군,김복태농장,전북특별자치도 완주군 화산면,"한우, 염소",2025-01-23
877,완주군,동상농장,전북특별자치도 완주군 동상면,"한우, 염소",2025-01-23
878,완주군,오태주농장,전북특별자치도 완주군 소양면,"한우, 육우",2025-01-23
879,완주군,새동네농장,전북특별자치도 완주군 화산면,"한우, 육우",2025-01-23
880,완주군,김성태 농장,전북특별자치도 완주군 화산면,"한우, 육우",2025-01-23
881,완주군,서진농장,전북특별자치도 완주군 소양면,"한우, 육우",2025-01-23
882,완주군,이미자농장,전북특별자치도 완주군 비봉면,"한우, 젖소",2025-01-23
883,완주군,이중관 목장,전북특별자치도 완주군 비봉면,"한우, 젖소",2025-01-23
884,완주군,농촌진흥청 축산과학원,전북특별자치도 완주군 이서면,"한우, 젖소, 돼지, 종계/산란계",2025-01-23
