瘤痢,瘤痢疙,老矫,扁柯(∑C),浅氢(deg),浅加(m/s),碍荐樊(mm),泅瘤扁拘(hPa),秦搁扁拘(hPa),嚼档(%)
737,辫力,2026-01-15 00:00,6.6,139.6,2.9,0,1009.9,1016.6,71
737,辫力,2026-01-15 01:00,8.3,159.9,3.9,0,1008.9,1015.6,73
737,辫力,2026-01-15 02:00,9.1,177,3.3,0,1009.1,1015.8,76
737,辫力,2026-01-15 03:00,8.9,200.5,2.3,0,1009.1,1015.8,79
737,辫力,2026-01-15 04:00,9.4,219.5,3.9,0,1008.5,1015.1,83
737,辫力,2026-01-15 05:00,10.6,216.1,5.3,0,1007.9,1014.5,84
737,辫力,2026-01-15 06:00,11.3,217.3,5.9,0,1007.6,1014.2,83
737,辫力,2026-01-15 07:00,11.2,220,5.4,0,1007.8,1014.4,84
737,辫力,2026-01-15 08:00,11.3,225.6,5.7,0,1008,1014.6,82
737,辫力,2026-01-15 09:00,11.3,199.2,3.2,0,1008.2,1014.8,82
737,辫力,2026-01-15 10:00,12.5,215.3,4.7,0,1008,1014.6,78
737,辫力,2026-01-15 11:00,12.7,259.3,4.5,0,1008.4,1015,74
737,辫力,2026-01-15 12:00,12.2,274,6.6,0,1008.1,1014.7,74
737,辫力,2026-01-15 13:00,11.7,285,7.9,0,1007.5,1014.1,78
737,辫力,2026-01-15 14:00,10.1,289.5,7.1,0,1007.5,1014.1,83
737,辫力,2026-01-15 15:00,10,284.7,6.3,0,1007.5,1014.1,81
737,辫力,2026-01-15 16:00,9.1,284,5,0,1008.6,1015.3,81
737,辫力,2026-01-15 17:00,8.3,286.7,3.3,0,1009.7,1016.4,80
737,辫力,2026-01-15 18:00,6.2,285.1,3,0,1010.4,1017.1,90
737,辫力,2026-01-15 19:00,4.9,288,3,0,1011.5,1018.3,93
737,辫力,2026-01-15 20:00,4.5,303.3,2.7,0,1012.2,1019,93
737,辫力,2026-01-15 21:00,3.7,297.6,3.2,0,1012.6,1019.4,95
737,辫力,2026-01-15 22:00,3.7,297.8,2.5,0,1012.6,1019.4,95
737,辫力,2026-01-15 23:00,3.3,238.1,.5,0,1013.1,1019.9,95
737,辫力,2026-01-16 00:00,2.9,204.2,1.6,0,1013.2,1020,96
737,辫力,2026-01-16 01:00,1.4,206.2,1.4,0,1013.2,1020.1,97
737,辫力,2026-01-16 02:00,.8,148,2.7,0,1013,1019.9,98
737,辫力,2026-01-16 03:00,.6,125.4,1.5,0,1012.9,1019.8,99
737,辫力,2026-01-16 04:00,-.5,112.3,1.5,0,1012.5,1019.4,98
737,辫力,2026-01-16 05:00,-.1,70.8,2.7,0,1011.9,1018.8,99
737,辫力,2026-01-16 06:00,0,57,2.5,0,1011.8,1018.7,99
737,辫力,2026-01-16 07:00,-.2,54.6,1.5,0,1011.9,1018.8,99
737,辫力,2026-01-16 08:00,0,68.6,2.3,0,1012.3,1019.2,99
737,辫力,2026-01-16 09:00,-1,25.4,1.6,0,1013.3,1020.2,99
737,辫力,2026-01-16 10:00,-.5,279.6,1.1,0,1014,1020.9,99
737,辫力,2026-01-16 11:00,-.1,206.1,1.4,0,1014.2,1021.1,99
737,辫力,2026-01-16 12:00,1.1,318.2,1,0,1014,1020.9,99
737,辫力,2026-01-16 13:00,3.8,22.1,.9,0,1013.3,1020.1,98
737,辫力,2026-01-16 14:00,7.8,85.9,1.9,0,1012.2,1018.9,70
737,辫力,2026-01-16 15:00,9.7,131.5,1.9,0,1011.4,1018.1,54
737,辫力,2026-01-16 16:00,11,125.4,.7,0,1011,1017.6,44
737,辫力,2026-01-16 17:00,10.3,97.5,.6,0,1010.8,1017.4,42
737,辫力,2026-01-16 18:00,9.6,22.5,1.4,0,1010.8,1017.5,45
737,辫力,2026-01-16 19:00,7.7,40.3,2.5,0,1011.5,1018.2,50
737,辫力,2026-01-16 20:00,8.1,340.4,1.1,0,1011.8,1018.5,53
737,辫力,2026-01-16 21:00,6,197.7,.7,0,1012.3,1019.1,57
737,辫力,2026-01-16 22:00,4.5,258.7,1.8,0,1012.4,1019.2,69
737,辫力,2026-01-16 23:00,2.8,294.7,3.2,0,1013.2,1020,82
737,辫力,2026-01-17 00:00,2.5,260.4,1.3,0,1013.4,1020.3,85
737,辫力,2026-01-17 01:00,1.9,143.1,3.1,0,1013.1,1020,84
737,辫力,2026-01-17 02:00,2.2,224.3,2.3,0,1013.4,1020.3,86
737,辫力,2026-01-17 03:00,2.4,243.6,1.9,0,1013.8,1020.7,83
737,辫力,2026-01-17 04:00,2.8,292.3,2.7,0,1013.7,1020.6,85
737,辫力,2026-01-17 05:00,1.9,290.1,.6,0,1013.5,1020.4,88
737,辫力,2026-01-17 06:00,2.1,338.4,1,0,1014.1,1021,89
737,辫力,2026-01-17 07:00,1.7,331.4,1.6,0,1014.4,1021.3,86
737,辫力,2026-01-17 08:00,2.2,333,2.2,0,1015,1021.9,86
737,辫力,2026-01-17 09:00,1.9,319.1,2.2,0,1015.6,1022.5,86
737,辫力,2026-01-17 10:00,2.6,9.3,2.4,0,1016.5,1023.4,85
737,辫力,2026-01-17 11:00,4.2,344.6,2,0,1016.6,1023.4,75
737,辫力,2026-01-17 12:00,5.6,10.8,1.9,0,1015.5,1022.3,53
737,辫力,2026-01-17 13:00,6.5,323.6,2.3,0,1014.6,1021.4,45
737,辫力,2026-01-17 14:00,7.2,321.8,2.5,0,1013.9,1020.6,33
737,辫力,2026-01-17 15:00,8,314.7,2.3,0,1013.6,1020.3,37
737,辫力,2026-01-17 16:00,6.2,281.1,4.3,0,1013.8,1020.6,57
737,辫力,2026-01-17 17:00,4.4,294.7,3.9,0,1014.3,1021.1,61
737,辫力,2026-01-17 18:00,2.5,301.5,3.2,0,1014.8,1021.7,68
737,辫力,2026-01-17 19:00,1.5,303.1,2.4,0,1015,1021.9,73
737,辫力,2026-01-17 20:00,1.2,164.4,2.2,0,1015.2,1022.1,75
737,辫力,2026-01-17 21:00,.2,226.6,2.5,0,1015.4,1022.3,80
737,辫力,2026-01-17 22:00,-.3,160.1,2.6,0,1015,1021.9,81
737,辫力,2026-01-17 23:00,-.1,193.9,1.6,0,1014.9,1021.8,80
737,辫力,2026-01-18 00:00,-.6,122,2.1,0,1014.7,1021.6,82
737,辫力,2026-01-18 01:00,-1.7,82.4,2,0,1014.7,1021.7,86
737,辫力,2026-01-18 02:00,-2,13.4,1.7,0,1015,1022,87
737,辫力,2026-01-18 03:00,-2.9,43.6,2,0,1015.5,1022.5,78
737,辫力,2026-01-18 04:00,-2.4,123.7,2,0,1015.4,1022.4,74
737,辫力,2026-01-18 05:00,-2.4,125.1,1.4,0,1015,1022,81
737,辫力,2026-01-18 06:00,-3.3,46.1,1.8,0,1015.7,1022.7,78
737,辫力,2026-01-18 07:00,-3.1,120.3,3,0,1015.1,1022.1,81
737,辫力,2026-01-18 08:00,-4.3,323.1,2.3,0,1014.8,1021.8,87
737,辫力,2026-01-18 09:00,-2.4,52.2,2.5,0,1015.1,1022.1,84
737,辫力,2026-01-18 10:00,.9,76.5,2.6,0,1014.9,1021.8,73
737,辫力,2026-01-18 11:00,3.5,321.3,1.2,0,1014.9,1021.7,68
737,辫力,2026-01-18 12:00,5.7,281.8,2.1,0,1014,1020.8,61
737,辫力,2026-01-18 13:00,7,318.6,2.4,0,1013.3,1020,55
737,辫力,2026-01-18 14:00,8.4,10.2,1.3,0,1012.5,1019.2,50
737,辫力,2026-01-18 15:00,8.6,303.3,2.4,0,1012.3,1019,52
737,辫力,2026-01-18 16:00,8.1,275,2.9,0,1012.5,1019.2,55
737,辫力,2026-01-18 17:00,6.6,273.1,2.6,0,1012.7,1019.4,55
737,辫力,2026-01-18 18:00,4.7,305.1,3.4,0,1013.1,1019.9,62
737,辫力,2026-01-18 19:00,3.5,278.8,2.3,0,1014.1,1020.9,69
737,辫力,2026-01-18 20:00,2.5,168.2,2.9,0,1014.2,1021.1,78
737,辫力,2026-01-18 21:00,2.3,258.5,1.1,0,1014.6,1021.5,80
737,辫力,2026-01-18 22:00,2.8,329,1,0,1015.1,1022,80
737,辫力,2026-01-18 23:00,3.4,58.4,1.5,0,1015.3,1022.1,68
737,辫力,2026-01-19 00:00,2.2,207.1,1.8,0,1015.2,1022.1,74
737,辫力,2026-01-19 01:00,2.8,332.4,1.7,0,1015.3,1022.2,66
737,辫力,2026-01-19 02:00,2.5,320.8,2,0,1015.7,1022.6,72
737,辫力,2026-01-19 03:00,2.7,328.9,1.8,0,1016,1022.9,67
737,辫力,2026-01-19 04:00,2.5,350.1,.5,0,1015.8,1022.7,69
737,辫力,2026-01-19 05:00,2.3,327.1,1.3,0,1015.9,1022.8,70
737,辫力,2026-01-19 06:00,2,315.6,3.2,0,1016,1022.9,81
737,辫力,2026-01-19 07:00,1.2,319.9,3.2,0,1016.7,1023.6,86
737,辫力,2026-01-19 08:00,.4,322.4,3.5,0,1017.5,1024.4,91
737,辫力,2026-01-19 09:00,-.5,325.6,3.3,0,1018,1025,93
737,辫力,2026-01-19 10:00,-.5,320.1,2.9,0,1018.2,1025.2,86
737,辫力,2026-01-19 11:00,.1,318.7,4.4,0,1018.6,1025.6,70
737,辫力,2026-01-19 12:00,.4,312.3,6.2,0,1017.8,1024.7,68
737,辫力,2026-01-19 13:00,.4,308,6.2,0,1017.1,1024,66
737,辫力,2026-01-19 14:00,-.3,315.5,5.6,0,1016.8,1023.8,65
737,辫力,2026-01-19 15:00,-.2,310.6,6.1,0,1016.9,1023.9,61
737,辫力,2026-01-19 16:00,-1,316.7,6,0,1018.1,1025.1,60
737,辫力,2026-01-19 17:00,-1.9,321.2,6.2,0,1018.5,1025.5,55
737,辫力,2026-01-19 18:00,-2.6,317.2,4.7,0,1018.6,1025.6,58
737,辫力,2026-01-19 19:00,-3.1,310.7,4,0,1020,1027,58
737,辫力,2026-01-19 20:00,-3.9,307.9,2.9,0,1020.1,1027.2,60
737,辫力,2026-01-19 21:00,-4.5,318.7,3.5,0,1020.5,1027.6,63
737,辫力,2026-01-19 22:00,-4.9,326.4,4.4,0,1020.4,1027.5,63
737,辫力,2026-01-19 23:00,-5.5,310.7,2.9,0,1020.4,1027.5,66
737,辫力,2026-01-20 00:00,-6.2,349.9,2.7,0,1021.1,1028.2,70
737,辫力,2026-01-20 01:00,-6.5,46.3,2.5,0,1021.3,1028.5,69
737,辫力,2026-01-20 02:00,-6.5,50.8,1.9,0,1021.6,1028.8,71
737,辫力,2026-01-20 03:00,-7.2,39.3,3.3,0,1021.8,1029,60
737,辫力,2026-01-20 04:00,-7.2,55.1,3.3,0,1021.8,1029,60
737,辫力,2026-01-20 05:00,-7.4,47.1,3.5,0,1021.7,1028.9,60
737,辫力,2026-01-20 06:00,-8,45.8,3.6,0,1021.8,1029,59
737,辫力,2026-01-20 07:00,-8.6,38.4,2,0,1022,1029.2,65
737,辫力,2026-01-20 08:00,-8.8,54.3,2.1,0,1022.7,1029.9,64
737,辫力,2026-01-20 09:00,-8,50.2,3,0,1022.9,1030.1,60
737,辫力,2026-01-20 10:00,-6.6,44.8,2,0,1023.2,1030.4,54
737,辫力,2026-01-20 11:00,-5.3,338.5,2.4,0,1023,1030.1,49
737,辫力,2026-01-20 12:00,-4.4,336.5,1.4,0,1022.2,1029.3,47
737,辫力,2026-01-20 13:00,-3.3,313.3,2.1,0,1021,1028.1,44
737,辫力,2026-01-20 14:00,-1.5,304.3,2.4,0,1020.3,1027.3,41
737,辫力,2026-01-20 15:00,-.9,311,2.4,0,1019.6,1026.6,38
737,辫力,2026-01-20 16:00,-1,338.5,2.6,0,1019.7,1026.7,42
737,辫力,2026-01-20 17:00,-1.6,296.2,3,0,1019.8,1026.8,54
737,辫力,2026-01-20 18:00,-3.3,305.6,3.8,0,1020,1027.1,60
737,辫力,2026-01-20 19:00,-4.2,319.2,2.9,0,1020.6,1027.7,65
737,辫力,2026-01-20 20:00,-5.1,323,2.6,0,1021.3,1028.4,67
737,辫力,2026-01-20 21:00,-5.7,326.9,3.1,0,1021.6,1028.7,64
737,辫力,2026-01-20 22:00,-6.6,334.4,2.3,0,1021.6,1028.8,63
737,辫力,2026-01-20 23:00,-6.8,60.5,3,0,1021.8,1029,67
737,辫力,2026-01-21 00:00,-7,90.2,3,0,1021.7,1028.9,70
737,辫力,2026-01-21 01:00,-6.2,101,2.2,0,1021.8,1028.9,63
737,辫力,2026-01-21 02:00,-7.2,327.7,1.1,0,1022.3,1029.5,72
737,辫力,2026-01-21 03:00,-6.7,37.4,1.3,0,1022.4,1029.6,68
737,辫力,2026-01-21 04:00,-7.6,47.6,1.8,0,1022.2,1029.4,73
737,辫力,2026-01-21 05:00,-8.4,82.7,3.1,0,1021.3,1028.5,77
737,辫力,2026-01-21 06:00,-8.1,73.7,3.6,0,1020.7,1027.9,77
737,辫力,2026-01-21 07:00,-7.7,72.5,2.3,0,1020.6,1027.8,78
737,辫力,2026-01-21 08:00,-7.7,51.9,1.8,0,1021,1028.2,83
737,辫力,2026-01-21 09:00,-6.8,53.1,2.6,0,1021.6,1028.8,80
737,辫力,2026-01-21 10:00,-6.1,43.5,2.4,0,1022.1,1029.2,73
737,辫力,2026-01-21 11:00,-4.4,317.6,5.8,0,1022.1,1029.2,58
737,辫力,2026-01-21 12:00,-4.3,323.4,6.8,0,1021.8,1028.9,57
737,辫力,2026-01-21 13:00,-3.9,322.4,7.3,0,1021,1028.1,55
737,辫力,2026-01-21 14:00,-3.3,307.9,7.3,0,1020.8,1027.9,54
737,辫力,2026-01-21 15:00,-3.3,306.4,6.3,0,1020.8,1027.9,55
737,辫力,2026-01-21 16:00,-3.8,323.4,5.8,0,1021.5,1028.6,57
737,辫力,2026-01-21 17:00,-5.1,320.2,4.6,0,1021.6,1028.7,62
737,辫力,2026-01-21 18:00,-5.8,316.2,3.5,0,1021.9,1029,65
737,辫力,2026-01-21 19:00,-6.6,38.8,2.4,0,1022.6,1029.8,67
737,辫力,2026-01-21 20:00,-6.5,32.1,2.3,0,1023,1030.2,66
737,辫力,2026-01-21 21:00,-6.9,22.3,1.8,0,1023.3,1030.5,67
737,辫力,2026-01-21 22:00,-6.9,55.6,2.1,0,1023.3,1030.5,69
737,辫力,2026-01-21 23:00,-7.2,47.1,1.6,0,1022.9,1030.1,75
737,辫力,2026-01-22 00:00,-7.2,19.8,1.8,0,1022.8,1030,75
737,辫力,2026-01-22 01:00,-7.7,55,2.3,0,1022.8,1030,70
737,辫力,2026-01-22 02:00,-8.1,81.5,2.3,0,1022.8,1030,71
737,辫力,2026-01-22 03:00,-8.5,58.4,2.7,0,1022.6,1029.8,73
737,辫力,2026-01-22 04:00,-8.9,54.5,2.6,0,1022.7,1029.9,76
737,辫力,2026-01-22 05:00,-9.4,70,2.8,0,1022.5,1029.7,76
737,辫力,2026-01-22 06:00,-9.6,65.8,3.8,0,1022.8,1030,76
737,辫力,2026-01-22 07:00,-9.8,58.9,3.4,0,1023.4,1030.7,77
737,辫力,2026-01-22 08:00,-10.1,64.6,3.2,0,1024.1,1031.4,79
737,辫力,2026-01-22 09:00,-8.3,76.6,3.4,0,1024.7,1031.9,72
737,辫力,2026-01-22 10:00,-6.8,21.1,2.5,0,1025.2,1032.4,62
737,辫力,2026-01-22 11:00,-5.9,51.1,2.5,0,1024.8,1032,56
737,辫力,2026-01-22 12:00,-4.7,51.6,2.4,0,1024,1031.1,50
737,辫力,2026-01-22 13:00,-2.2,329,2.8,0,1022.7,1029.7,47
737,辫力,2026-01-22 14:00,-1.9,316.1,5,0,1022.1,1029.1,52
737,辫力,2026-01-22 15:00,-2.4,305.7,5.5,0,1021.7,1028.7,54
737,辫力,2026-01-22 16:00,-2,314.2,4.3,0,1021.7,1028.7,56
737,辫力,2026-01-22 17:00,-3.1,311.5,5.4,0,1021.6,1028.7,59
737,辫力,2026-01-22 18:00,-4.1,303.9,4.2,0,1021.7,1028.8,65
737,辫力,2026-01-22 19:00,-4.7,315.4,2.3,0,1022,1029.1,70
737,辫力,2026-01-22 20:00,-5,322.9,2.9,0,1022.2,1029.3,70
737,辫力,2026-01-22 21:00,-5.6,45.5,2,0,1022.1,1029.2,71
737,辫力,2026-01-22 22:00,-5.6,81.3,2.2,0,1022.1,1029.2,70
737,辫力,2026-01-22 23:00,-5.3,97.2,2.9,0,1021.9,1029,66
737,辫力,2026-01-23 00:00,-5.7,148.5,2.2,0,1021.9,1029,71
737,辫力,2026-01-23 01:00,-5.4,165.3,1.7,0,1022,1029.1,73
737,辫力,2026-01-23 02:00,-5.4,132.8,1.8,0,1022,1029.1,76
737,辫力,2026-01-23 03:00,-7,83.1,2.4,0,1021.8,1029,81
737,辫力,2026-01-23 04:00,-6.4,157.2,1.3,0,1021.6,1028.8,81
737,辫力,2026-01-23 05:00,-6.3,180.2,.9,0,1021.5,1028.6,78
737,辫力,2026-01-23 06:00,-6.5,0,.2,0,1021.6,1028.8,80
737,辫力,2026-01-23 07:00,-7.4,56,1.8,0,1021.9,1029.1,82
737,辫力,2026-01-23 08:00,-7.1,89.7,2,0,1021.9,1029.1,83
737,辫力,2026-01-23 09:00,-5.7,75.6,2.6,0,1021.8,1028.9,80
737,辫力,2026-01-23 10:00,-3,82.2,1.9,0,1022.1,1029.2,71
737,辫力,2026-01-23 11:00,-1.3,83.4,3.3,0,1021.9,1028.9,58
737,辫力,2026-01-23 12:00,1.1,87.1,2.3,0,1021.2,1028.1,54
737,辫力,2026-01-23 13:00,1.5,125.8,2.1,0,1020.3,1027.2,53
737,辫力,2026-01-23 14:00,1.9,165.2,1.4,0,1019.5,1026.4,53
737,辫力,2026-01-23 15:00,1.1,251.2,.9,0,1019.1,1026,56
737,辫力,2026-01-23 16:00,1.1,191.5,1,0,1018.7,1025.6,57
737,辫力,2026-01-23 17:00,.7,185.4,1.7,0,1018.5,1025.4,63
737,辫力,2026-01-23 18:00,.4,193,1.2,0,1018.4,1025.3,69
737,辫力,2026-01-23 19:00,-1.1,199.5,.8,0,1018.9,1025.9,85
737,辫力,2026-01-23 20:00,-1.1,191.5,1.6,0,1019,1026,86
737,辫力,2026-01-23 21:00,-.7,166.2,2.7,0,1018.8,1025.8,86
737,辫力,2026-01-23 22:00,-1.2,137.3,1.8,0,1018.6,1025.6,86
737,辫力,2026-01-23 23:00,-1.6,151.4,2.9,0,1018.2,1025.2,90
737,辫力,2026-01-24 00:00,-1.4,156.2,3.5,0,1017.6,1024.6,89
737,辫力,2026-01-24 01:00,-1.6,189.3,2.8,0,1017.4,1024.4,91
737,辫力,2026-01-24 02:00,-1.5,227.7,3.4,0,1017.3,1024.3,88
737,辫力,2026-01-24 03:00,-.7,300.2,3.8,0,1017.6,1024.6,92
737,辫力,2026-01-24 04:00,-.7,324.6,4.1,0,1017.5,1024.5,91
737,辫力,2026-01-24 05:00,-1.8,325.1,3.7,0,1018.2,1025.2,81
737,辫力,2026-01-24 06:00,-3.5,318.6,2.8,0,1018.7,1025.8,77
737,辫力,2026-01-24 07:00,-4.2,48.2,2,0,1019.6,1026.7,77
737,辫力,2026-01-24 08:00,-4.5,61.6,2.6,0,1020.3,1027.4,75
737,辫力,2026-01-24 09:00,-3.2,62.6,1.5,0,1021,1028.1,69
737,辫力,2026-01-24 10:00,-2,355.2,1.7,0,1021.6,1028.6,59
737,辫力,2026-01-24 11:00,-1.7,316,4.4,0,1022.2,1029.2,51
737,辫力,2026-01-24 12:00,-.7,290.5,3.8,0,1021.7,1028.7,43
737,辫力,2026-01-24 13:00,.3,317.3,4.2,0,1021.2,1028.2,47
737,辫力,2026-01-24 14:00,1.4,314.7,4.2,0,1020.5,1027.4,51
737,辫力,2026-01-24 15:00,.3,314.7,3.9,0,1020,1027,52
737,辫力,2026-01-24 16:00,0,310,4.6,0,1019.5,1026.5,52
737,辫力,2026-01-24 17:00,-.7,307.5,4.9,0,1019.8,1026.8,55
737,辫力,2026-01-24 18:00,-2,299,5.1,0,1020.5,1027.5,60
737,辫力,2026-01-24 19:00,-2.7,296.8,2.6,0,1021.3,1028.3,65
737,辫力,2026-01-24 20:00,-2.5,285.3,1.4,0,1021.8,1028.8,65
737,辫力,2026-01-24 21:00,-3,154.9,1.9,0,1022,1029.1,68
737,辫力,2026-01-24 22:00,-3.8,157.7,3,0,1021.9,1029,71
737,辫力,2026-01-24 23:00,-4,137.2,2.6,0,1021.8,1028.9,72
737,辫力,2026-01-25 00:00,-3.4,123.2,1.2,0,1022,1029.1,70
737,辫力,2026-01-25 01:00,-3.4,80.8,.8,0,1022.2,1029.3,71
737,辫力,2026-01-25 02:00,-3.8,345.2,.9,0,1022.7,1029.8,75
737,辫力,2026-01-25 03:00,-4.5,27.6,1.7,0,1023.5,1030.6,80
737,辫力,2026-01-25 04:00,-4.5,62.4,1.3,0,1023.7,1030.8,76
737,辫力,2026-01-25 05:00,-5,56,2.7,0,1023.8,1030.9,74
737,辫力,2026-01-25 06:00,-5.1,75.9,2.7,0,1023.7,1030.8,70
737,辫力,2026-01-25 07:00,-5.7,90.6,2.5,0,1023.7,1030.8,74
737,辫力,2026-01-25 08:00,-7.9,229,1.2,0,1024,1031.2,82
737,辫力,2026-01-25 09:00,-5.9,262.4,1.3,0,1024.5,1031.7,79
737,辫力,2026-01-25 10:00,-2.7,12.4,1,0,1024.9,1032,63
737,辫力,2026-01-25 11:00,-1.7,319.2,2.8,0,1025.1,1032.1,54
737,辫力,2026-01-25 12:00,-.5,310.2,3.9,0,1025,1032,40
737,辫力,2026-01-25 13:00,-.6,294,6.3,0,1024.3,1031.3,36
737,辫力,2026-01-25 14:00,.8,310.8,4.2,0,1023.9,1030.9,44
737,辫力,2026-01-25 15:00,-.4,300.7,4.8,0,1023.8,1030.8,47
737,辫力,2026-01-25 16:00,-.8,289,6.4,0,1023.8,1030.8,53
737,辫力,2026-01-25 17:00,-2,294.3,5.4,0,1023.9,1030.9,57
737,辫力,2026-01-25 18:00,-2.9,279.6,2.6,0,1024.2,1031.3,58
737,辫力,2026-01-25 19:00,-3.7,267.9,2.9,0,1024.4,1031.5,61
737,辫力,2026-01-25 20:00,-4.1,290.1,2.4,0,1025.3,1032.4,64
737,辫力,2026-01-25 21:00,-4.6,140.2,2.2,0,1024.5,1031.6,66
737,辫力,2026-01-25 22:00,-4.5,112.7,1.3,0,1024.4,1031.5,64
737,辫力,2026-01-25 23:00,-4.7,61.2,1.4,0,1024.2,1031.3,61
737,辫力,2026-01-26 00:00,-5.8,77.9,2.5,0,1023.9,1031,65
737,辫力,2026-01-26 01:00,-6.4,164.9,.6,0,1023,1030.2,70
737,辫力,2026-01-26 02:00,-6.6,181.1,1.6,0,1023,1030.2,72
737,辫力,2026-01-26 03:00,-6.7,147.1,1.9,0,1023.2,1030.4,74
737,辫力,2026-01-26 04:00,-7.3,117.6,1.1,0,1022.8,1030,75
737,辫力,2026-01-26 05:00,-7.8,26.5,1.5,0,1022.8,1030,79
737,辫力,2026-01-26 06:00,-7.4,67.7,1.7,0,1023.1,1030.3,77
737,辫力,2026-01-26 07:00,-8.7,88.1,2.9,0,1022.4,1029.6,86
737,辫力,2026-01-26 08:00,-7.7,96,2.5,0,1022.3,1029.5,80
737,辫力,2026-01-26 09:00,-6.9,88.4,.6,0,1022.1,1029.3,82
737,辫力,2026-01-26 10:00,-3.6,290.9,.6,0,1022.3,1029.4,72
737,辫力,2026-01-26 11:00,-1.8,67.2,.6,0,1022.1,1029.1,61
737,辫力,2026-01-26 12:00,-.4,22.6,1.2,0,1021.4,1028.4,60
737,辫力,2026-01-26 13:00,0,61.3,1.5,0,1019.9,1026.9,60
737,辫力,2026-01-26 14:00,.3,308.9,1.9,0,1019.2,1026.2,56
737,辫力,2026-01-26 15:00,.2,294.4,1.4,0,1018.3,1025.3,56
737,辫力,2026-01-26 16:00,.5,276.3,1.7,0,1018,1024.9,57
737,辫力,2026-01-26 17:00,-.4,284.4,3.2,0,1018,1025,63
737,辫力,2026-01-26 18:00,-1.2,301.6,2.3,0,1018.2,1025.2,70
737,辫力,2026-01-26 19:00,-1.9,274.6,2.1,0,1018.6,1025.6,75
737,辫力,2026-01-26 20:00,-1.9,241.5,2,0,1019,1026,77
737,辫力,2026-01-26 21:00,-2,232.3,1.8,0,1019.1,1026.1,77
737,辫力,2026-01-26 22:00,-1.6,287,.6,0,1019.2,1026.2,70
737,辫力,2026-01-26 23:00,-2.1,29.7,1.1,0,1019.5,1026.5,70
737,辫力,2026-01-27 00:00,-1.7,128.5,1.5,0,1019.2,1026.2,67
737,辫力,2026-01-27 01:00,-2.1,151.2,2.6,0,1018.5,1025.5,74
737,辫力,2026-01-27 02:00,-2.2,3.7,.5,0,1018.6,1025.6,76
737,辫力,2026-01-27 03:00,-2.7,10.7,.6,0,1018.6,1025.6,80
737,辫力,2026-01-27 04:00,-2.6,4.7,.6,0,1018.8,1025.8,78
737,辫力,2026-01-27 05:00,-3,71.4,1.8,0,1018.8,1025.8,80
737,辫力,2026-01-27 06:00,-3.1,108.5,.9,0,1019.1,1026.1,82
737,辫力,2026-01-27 07:00,-3.3,106.7,1,0,1019.3,1026.4,83
737,辫力,2026-01-27 08:00,-4.2,12,1.5,0,1020.2,1027.3,87
737,辫力,2026-01-27 09:00,-2.6,46.6,1.2,0,1020.9,1027.9,80
737,辫力,2026-01-27 10:00,-1,31.1,2.2,0,1021.2,1028.2,67
737,辫力,2026-01-27 11:00,.4,71.8,2.5,0,1021.3,1028.3,57
737,辫力,2026-01-27 12:00,1,310.7,3.6,0,1020.8,1027.7,51
737,辫力,2026-01-27 13:00,1.3,299.5,5.8,0,1019.9,1026.8,41
737,辫力,2026-01-27 14:00,.7,293.7,7.9,0,1019.4,1026.3,44
737,辫力,2026-01-27 15:00,.8,302.3,7.5,0,1019.3,1026.2,49
737,辫力,2026-01-27 16:00,-.1,297.8,6.8,0,1019.4,1026.4,51
737,辫力,2026-01-27 17:00,-.8,312.2,7.2,0,1019.6,1026.6,53
737,辫力,2026-01-27 18:00,-2.1,306.6,5.7,0,1020,1027,61
737,辫力,2026-01-27 19:00,-2.5,310.6,4,0,1020.5,1027.5,67
737,辫力,2026-01-27 20:00,-3.3,318.9,2.3,0,1021.1,1028.2,72
737,辫力,2026-01-27 21:00,-3.2,321.7,4.5,0,1021.5,1028.6,61
737,辫力,2026-01-27 22:00,-3.8,29.6,1.6,0,1021.7,1028.8,61
737,辫力,2026-01-27 23:00,-3.5,40,1.5,0,1022.2,1029.3,61
737,辫力,2026-01-28 00:00,-3.9,57.3,1.5,0,1022.4,1029.5,61
737,辫力,2026-01-28 01:00,-4.6,34.3,1.2,0,1022.3,1029.4,65
737,辫力,2026-01-28 02:00,-4.9,327.4,2.6,0,1022.5,1029.6,67
737,辫力,2026-01-28 03:00,-6.2,35.8,2.2,0,1023,1030.2,73
737,辫力,2026-01-28 04:00,-6.4,53.1,3,0,1023.2,1030.4,66
737,辫力,2026-01-28 05:00,-6.6,40.8,2.1,0,1023.4,1030.6,60
737,辫力,2026-01-28 06:00,-6.8,90.7,2,0,1023.7,1030.9,60
737,辫力,2026-01-28 07:00,-7.4,80.8,2.2,0,1024.2,1031.4,67
737,辫力,2026-01-28 08:00,-7.2,90.1,1.2,0,1024.4,1031.6,65
737,辫力,2026-01-28 09:00,-5.6,0,.3,0,1024.7,1031.8,64
737,辫力,2026-01-28 10:00,-3.9,341.2,1.2,0,1025,1032.1,54
737,辫力,2026-01-28 11:00,-2.5,315.1,2.3,0,1024.8,1031.9,44
737,辫力,2026-01-28 12:00,-1.6,355.4,2.4,0,1023.9,1030.9,35
737,辫力,2026-01-28 13:00,.2,37.7,3.5,0,1022.8,1029.8,26
737,辫力,2026-01-28 14:00,1.2,60.2,3.5,0,1021.9,1028.8,26
737,辫力,2026-01-28 15:00,2.1,25,3,0,1021.9,1028.8,25
